service_id,name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,area_id,borough_name,phone,website,email,hours,services,sources,legacy_center_id,serves_indigenous,serves_immigrant,gender_focus,age_groups
SVC_c2bbb6a67f,CENTRE COMMUNAUTAIRE HOCHELAGA,Food,Food; Medical; Employment & Income; Seniors; Youth & Family; Education & Literacy; Material Aid; Community & Advocacy; Recreation & Culture,"1884 Saint-Germain Street, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 2T6",45.578965,-73.538447,1,approximate,A005,Mercier-Hochelaga-Maisonneuve,514 527-1898,cchochelaga.org,cch@cchochelaga.org,administration: Monday to Friday 9h00 to 17h00,"Children and youth* Extracurricular activities for youth: dance, arcade, video games, roller skates, cooking, do-it-yourself, soccer and circus.* Shack'Ados: recreational and sports activities.* Psychomotricity workshops for children.* Summer and winter camps.* Animation in the parks.Seniors* Social and recreational activities: chair and mat yoga, painting workshop, line dancing, Friday outings, pétanque atout, Zumba Gold, Taï Chi.Material assistance* Bi-annual bazaar.* Opération sous zéro: distribution of winter clothing.Income* Tax clinic.Other* Christmas baskets and children's Christmas party for families referred by the neighbourhood's schools.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_9c22b39590,CENTRE COMMUNAUTAIRE JEUNESSE UNIE DE PARC-EXTENSION,Youth & Family,Medical; Youth & Family; Education & Literacy; Recreation & Culture,"7060 Bloomfield Avenue, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 2G8",45.526994,-73.623383,1,exact,A001,Villeray-Saint-Michel-Parc-Extension,514 872-0294,www.jeunesseunie.org,mdj-ju-direction@videotron.ca,"office: Monday to Friday 9h00 to 16h00, activities: Monday to Friday 15h30 to 20h30",Youth centre aiming to promote the integration of young people into Québec society.* Recreational and sports activities.* Assistance with homework.* Girls only activities.* Educational workshops: movies and healthy cooking.,211,,0,0,Female,Under 25
SVC_aa9651be50,CENTRE COMMUNAUTAIRE LA PATIENCE,Food,Food; Youth & Family; Education & Literacy,"9227 Saint-Michel Boulevard, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 3G7",45.573457,-73.630741,1,exact,A002,Villeray-Saint-Michel-Parc-Extension,514 326-4766,,info@lapatience.org,"Monday to Thursday 9h00 to 16h00, Friday 9h00 to 14h00, free meals: Monday Tuesday and Friday 12h00 to 13h00, food bank: Wednesday 15h00 to 17h00, Thursday 9h30 to 15h30 for pregnant women, seniors and people with reduced mobility","* Community meals at a low cost and free meals.* Snacks for children.* Food assistance.* Food baskets: Christmas, Easter and summer baskets.* Homework assistance.",211; community_services,CTR_befcedcd,0,0,All,Under 25
SVC_be27e87507,CENTRE COMMUNAUTAIRE LAURENTIEN,Youth & Family,Youth & Family; Education & Literacy; Community & Advocacy; Recreation & Culture,"12265 Laurentien Boulevard, Ahuntsic-Cartierville, Montréal, QC, H4K 1N5",45.529414,-73.722443,1,exact,A007,Ahuntsic-Cartierville,514 227-5000,centres.macnet.ca/cclmac/fr,info@cclmac.ca,"Monday to Friday 10h00 to 15h00 and 17h30 to 20h00, Saturday 10h00 to 20h00","Community Centre offering physical, artistic, cultural, social, educational, community, and recreational activities for Canadian Muslims.* Sisters Youth Group: program for high school girls aged 12 to 17 with a spiritual component (qiyam, workshops), a social component (icebreaker activities, sports activities, cooking workshops), and a personal development component (workshops with guests, reflections on topics related to the theme).* Boy Youth Group: discussion group, games, team sports tournaments, etc.* Library.* Alrawdah Marriage Service.* Room rentals.",211,,0,0,Female,Under 25; 65+
SVC_3aef279d9d,CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,Food,Food; Youth & Family; Education & Literacy; Community & Advocacy; Recreation & Culture,"5111 Paré Street, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4P 1P4",45.498679,-73.65417,1,exact,A003,Cote-des-Neiges-Notre-Dame-de-Grace,514 872-0576,ccmountainsights.org,information@ccmountainsights.org,Monday to Friday 9h00 to 20h00,"Multiservice centre.* Assistance, information and referral.* Food assistance.* Children's garden, drop-in daycare.* Sports and recreational activities for children and teens.* Small summer school for young children.* Homework help.* Summer camp.* Thematic meetings, coffee meetings.* Cooking workshops.* Community garden.* Parental skills support for parents of children 0 to 5 years old.* Mountain Sights residents' committee.* Christmas baskets for those already benefiting from a service offered by the organization.* Welcoming volunteers and trainees.* Two locations for activities: 7802 Mountain Sight Avenue and 511 Paré Street.",211,,0,0,All,Under 25
SVC_e457367b84,CENTRE COMMUNAUTAIRE PETITE-CÔTE,Youth & Family,Youth & Family; Community & Advocacy; Recreation & Culture,"5675 Lafond Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 2X6",45.554237,-73.576764,1,exact,,,514 722-1851,petitecote.org,info@petitecote.org,Monday to Friday 9h00 to 22h00,"Community centre.* Services to neighbourhood groups: office space, material, animation, organizational support.* Sport and cultural activities.* Family drop-in centre.* Youth drop-in centre.* Transitional apartments: 5 units.* Outreach work.",211; community_services,CTR_5eefc739,0,0,All,Under 25
SVC_81c9eebfde,CENTRE COMMUNAUTAIRE PETITE-CÔTE - APPARTEMENTS PETITE-CÔTE,Shelter,Shelter; Community & Advocacy,Confidential Address,,,0,,,,514 722-1851,petitecote.org,appart@petitecote.org,Monday to Friday 9h00 to 17h00,Transitional housing.* Information and referral.* Individual and group support.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4760a0502b,CENTRE COMMUNAUTAIRE PETITE-CÔTE - MAISON DE JEUNES LE BUNKER 12-17,Youth & Family,Youth & Family; Community & Advocacy; Recreation & Culture,"5675 Lafond Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 2X6",45.550747,-73.58229,1,approximate,,,514 722-1851,petitecote.org,bunker@petitecote.org,"Tuesday and Wednesday 15h30 to 19h30, Thursday and Friday 15h30 to 20h30","Youth drop-in centre.* Meeting place.* Cultural, social and sports activities.* Recording studio: by reservation.",211,,0,0,All,Under 25
SVC_16456e9e4d,CENTRE COMMUNAUTAIRE PETITE-CÔTE - MAISON DE LA FAMILLE,Youth & Family,Youth & Family; Education & Literacy; Community & Advocacy,"5675 Lafond Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 2X6",45.550747,-73.58229,1,approximate,,,514 722-1851,petitecote.org,info@petitecote.org,"Monday to Friday 9h00 to 17h00, variable on the weekend","Neighbourhood community centre.* Organizational support to corporations: Rosemont toy library, Rosemont winter park.* Individual support.* Socialization and networking activities for parents.* Improving parenting skills.* Family camp stays.* Family sport activities.",211,,0,0,All,Under 25
SVC_5d0d8a1b6e,CENTRE COMMUNAUTAIRE POUR AÎNÉS DE VERDUN,Seniors,Medical; Employment & Income; Seniors; Education & Literacy; Recreation & Culture,"4501 Bannantyne Street, Suite 125, Verdun, Montréal, QC, H4G 1E3",45.503182,-73.569806,1,approximate,,,514 765-7213,,aines40e@hotmail.com,"Monday to Friday 9h00 to 15h30, activities: variable","* Reception and information.* Biblio-aînés.* Social, educational and recreational activities.* Snack bar.* Dance and fitness.* Craft activities: mandalas, knitting and diamond painting.* Coffee-chats.* Tax clinic.",211,,0,0,All,25-44; 45-64; 65+
SVC_155a87616a,CENTRE COMMUNAUTAIRE RADISSON,Youth & Family,Youth & Family; Disability; Education & Literacy; Recreation & Culture,"5650 D'Iberville Street, Suite 100, Rosemont—La Petite-Patrie, Montréal, QC, H2G 2B3",45.538564,-73.658317,1,approximate,A007,Ahuntsic-Cartierville,514 252-1671,centreradisson.com,info@centreradisson.com,"Monday to Friday 8h45 to 16h30, youth 18 to 35 years old: Saturday 14h00 to 20h00","Development of citizen involvement of people living with one or multiple physical disabilities.* Educational, social, cultural and recreational activities.* Support of people in the discovery and the development of their abilities.* Youth division 18 to 35 years old: networking of youth living with physical limitations.* Various classes.* Computers workshops.",211,,0,0,All,Under 25
SVC_46cccc3af1,CENTRE COMMUNAUTAIRE RENDEZ-VOUS 50+,Food,Food; Medical; Employment & Income; Community & Advocacy; Recreation & Culture,"7605 François-Perrault Street, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2A 3L6",45.562254,-73.602046,1,exact,A002,Villeray-Saint-Michel-Parc-Extension,514 374-3470,ccrv50.org,info@ccrv50.org,Monday to Friday 8h30 to 16h30,Food* Meals on wheels.* Community meals.Home care* Home or hospital visits.* Shopping and shopping assistance.* Accompaniment to medical appointments.* Friendly calls.* Referral and information.Socalization* Socializing events.* Bingo.* Thursday group chat.* Recreational activities.Community action* Tax clinic. 1487,211,,0,0,All,25-44; 45-64
SVC_b3327fe002,CENTRE COMMUNAUTAIRE SAINT-ANTOINE 50+,Medical,Medical; Community & Advocacy,"850 Dominion Street, Le Sud-Ouest, Montréal, QC, H3J 0A1",45.487705,-73.577674,1,exact,A011,Le Sud-Ouest,"1
514 933-7351",centrestantoine50plus.org,info@centrestantoine.com,"8h30 to 16h30, except for public holidays",* Accompaniment to medical appointments by volunteers.,211; community_services,CTR_d45ef0f4,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_93da9cb0af,CENTRE COMMUNAUTAIRE VERTICAL,Food,Food; Immigration & Newcomers; Youth & Family; Community & Advocacy; Recreation & Culture,"3767 Berri Street, Le Plateau-Mont-Royal, Montréal, QC, H2L 4G7",45.521836,-73.582173,1,approximate,A010,Le Plateau-Mont-Royal,514 750-3946,centre-vertical.org,nydia@restauracion.ca,"office: Tuesday 14h00 to 17h00, Wednesday and Thursday 10h00 to 13h00, food assistance: Tuesday 14h00 to 17h30, support: Wednesday and Thursday 10h00 to 13h00, Holiday schedule: closed from December 22 through the second week of January",Assistance centre for people in need.* Food aid baskets and emergency assistance.* Orientation and integration service for newcomers.* Moral support.* Sports activities for children and teenagers. * Christmas baskets.* Volunteer opportunity.,211,,0,1,All,Under 25
SVC_8e7082e5fb,CENTRE CULTUREL MAROCAIN DE MONTRÉAL,Youth & Family,Youth & Family,"515 Viger Avenue East, Ville-Marie, Montréal, QC, H2L 2P1",45.512841,-73.5552,1,exact,,,"1
514 933-8755",www.lecentreculturelmarocain.ca,info@lecentreculturelmarocain.ca,"Tuesday to Friday 11h00 to 19h00, Saturday 10h00 to 21h00, Sunday 11h00 to 16h00",Promotion of Moroccan culture.* Courses in Arabic and Moroccan culture for young people (classical Arabic) and adults (classical Arabic and Moroccan Arabic).* Andalusian music choir for beginners and intermediates.* Calligraphy workshop for young people and adults.* Parent-child workshop of traditional games to support learning mathematics from primary students.,211,,0,0,All,Under 25; 25-44; 45-64
SVC_9c4899894f,CENTRE CULTUREL SYRIEN (LE),Shelter,Shelter; Immigration & Newcomers,Confidential Address,,,0,,,,,www.centreculturelsyrien.org,info@centreculturelsyrien.org,,"Help to Syrian people.* Benefits events: concerts, special evenings, etc.* Collaboration with charitable organizations: financial support to Canadian organizations working in Syria and support for the integration of newcomers.* Study bursaries for newcomers (continuing education).* Promotion of Syrian culture through various events.* Public and media awareness on issues related to refugees from the Middle East.",211,,0,1,All,Under 25; 25-44; 45-64; 65+
SVC_f9f5775321,CENTRE D'ABANDON DU TABAGISME ET DU VAPOTAGE DU CLSC DE L'EST-DE-MONTRÉAL,Medical,Medical,"13926 Notre-Dame Street East, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1A 1T5",45.666658,-73.493459,1,exact,A012,Riviere-des-Prairies-Pointe-aux-Trembles,514 524-3522,cat.santemontreal.qc.ca/en,cat.cemtl@ssss.gouv.qc.ca,"Monday to Friday 8h00 to 20h00, by appointment",Coaching and support services for people wishing to change their smoking or vaping habits.* Individual meetings (in CLSC or by telephone) by appointment.* Dependency assessment.* Information on the various products and medications available to help you quit smoking.* Information on strategies to reduce cravings.* Development of an action plan based on objectives (reduce or stop smoking or vaping).* Support.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_933719d308,CENTRE D'ABANDON DU TABAGISME ET DU VAPOTAGE DU CLSC DE MERCIER-EST,Medical,Medical,"9503 Sherbrooke Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1L 6P2",45.517361,-73.567253,1,approximate,,,514 524-3522,cat.santemontreal.qc.ca/en,cat.cemtl@ssss.gouv.qc.ca 2550,"Monday to Friday 8h00 to 20h00, by appointment",Coaching and support services for people wishing to change their smoking or vaping habits.* Individual meetings (in CLSC or by telephone) by appointment.* Dependency assessment.* Information on the various products and medications available to help you quit smoking.* Information on strategies to reduce cravings.* Development of an action plan based on objectives (reduce or stop smoking or vaping).* Support.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_66a95d43bd,CENTRE D'ABANDON DU TABAGISME ET DU VAPOTAGE DU CLSC DE ROSEMONT,Medical,Medical,"2909 Rachel Street East, Rosemont—La Petite-Patrie, Montréal, QC, H1W 0A9",45.541637,-73.561606,1,approximate,,,514 524-3522,cat.santemontreal.qc.ca/en,cat.cemtl@ssss.gouv.qc.ca,"Monday to Friday 8h00 to 20h00, by appointment",Coaching and support services for people wishing to change their smoking or vaping habits.* Individual meetings (in CLSC or by telephone) by appointment.* Dependency assessment.* Information on the various products and medications available to help you quit smoking.* Information on strategies to reduce cravings.* Development of an action plan based on objectives (reduce or stop smoking or vaping).* Support.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_c69afc2d59,CENTRE D'ABANDON DU TABAGISME ET DU VAPOTAGE DU CLSC OLIVIER-GUIMOND,Medical,Medical,"5810 Sherbrooke Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1B2",45.517361,-73.567253,1,approximate,,,514 524-3522,cat.santemontreal.qc.ca/en,cat.cemtl@ssss.gouv.qc.ca,"Monday to Friday 8h00 to 20h00, by appointment",Coaching and support services for people wishing to change their smoking or vaping habits.* Individual meetings (in CLSC or by telephone) by appointment.* Dependency assessment.* Information on the various products and medications available to help you quit smoking.* Information on strategies to reduce cravings.* Development of an action plan based on objectives (reduce or stop smoking or vaping).* Support.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_ae9f3b62e3,CENTRE D'ACCEUIL LE PROGRAMME DE PORTAGE,Community & Advocacy,Community & Advocacy,"7, avenue Frontenac",45.469002,-73.8284,1,exact,,,,,,,,community_services,CTR_fa17583f,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_0e9eb2c183,CENTRE D'ACCOMPAGNEMENT CED'AKEDA,Youth & Family,Youth & Family; Disability; Education & Literacy; Recreation & Culture,"7979 Fontaine Street, LaSalle, Montréal, QC, H8N 2E7",45.432514,-73.629267,1,approximate,,,514 662-1743,cedakeda.com,centrekeda@gmail.com,"Monday, Tuesday and Thursday 15h00 to 20h00, Saturday 10h00 to 12h00","Support for students with learning difficulties or living with autism spectrum disorder or intellectual disabilities.* Individual tutoring and personalized homework help tailored to the student's needs.* Parenting skills workshop.* Specialized camp: reading and writing.* Spring break camp.* English classes.* Individual, personalized, and small group support.* Recreational activities: hip hop dance, yoga, volleyball club, and art.* Listening.* Referrals.",211,,0,0,All,Under 25
SVC_cd66b7f05c,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Community & Advocacy,Community & Advocacy,"865, place Richmond",45.491798,-73.572502,1,exact,A011,Le Sud-Ouest,,,,,,community_services,CTR_e6b09bd9,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_aa85801d39,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Community & Advocacy,Community & Advocacy,"2455, avenue Lionel-Groulx",45.484699,-73.576698,1,exact,A011,Le Sud-Ouest,,,,,,community_services,CTR_b25167e0,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_f03b7264b3,CENTRE D'ACTION BÉNÉVOLE DE BORDEAUX-CARTIERVILLE,Community & Advocacy,Food; Seniors; Community & Advocacy,"12225 Grenet Street, Suite 2511, Ahuntsic-Cartierville, Montréal, QC, H4J 2N7",45.530063,-73.715777,1,approximate,A007,Ahuntsic-Cartierville,514 856-3553,www.cabbc.org,cabbc@cabbc.org,Monday to Friday 9h00 to 17h00,"* Food services: meals on wheels, community cafeteria, bistro, collective cooking workshops and community meals for seniors.* Friendly phone calls and visits.* Knitting workshops.* Promotion of volunteering, volunteer recruitment, training and guidance.* Support to local organizations, referral.",211,,0,0,All,65+
SVC_8b067b5d3f,CENTRE D'ACTION BÉNÉVOLE DE MONTRÉAL-NORD,Community & Advocacy,Food; Medical; Immigration & Newcomers; Employment & Income; Seniors; Youth & Family; Education & Literacy; Community & Advocacy; Recreation & Culture,"4642 Forest Street, Montréal-Nord, Montréal, QC, H1H 2P3",45.593899,-73.637606,1,approximate,A004,Montreal-Nord,514 328-1114,cabmtl-nord.org,info@cabmtl-nord.org,"Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, by appointment only","Community action* Development and promotion of volunteering and community action.* Training to support volunteer involvement.* Support for volunteers.* Support to organizations.* Reception and referral to specialized resources in the community.* Tax clinic.Seniors* Friendly visits.* Friendly calls.* SécuriCAB: automated calls.* Individual, family and collective twinning.* Social involvement activities for people 55 years and older.* Information and referral line dedicated to seniors. * Field intervention in HLM for vulnerable seniors and families of habitations in Gouin and Aimé-Léonard.* Assistance and transportation to the grocery store.Immigration* Accompaniment for newcomers.* Information sessions and educational and recreational outings for the settlement and full involvement of the newcomers.* Intercultural training.* Discussion workshops in French.* Espace-Parents workshops.* Canadian citizenship application assistance.* Citizenship test preparation.* Administration of oaths.* Intercultural pairing.* Intercultural activities.",211,,0,1,All,Under 25; 25-44; 45-64; 65+
SVC_e650958814,CENTRE D'ACTION BÉNÉVOLE RIVIÈRE-DES-PRAIRIES (LE),Community & Advocacy,Food; Medical; Employment & Income; Community & Advocacy,"9140 Perras Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 7E4",45.650377,-73.577389,1,approximate,A012,Riviere-des-Prairies-Pointe-aux-Trembles,514 648-2323,,coordo.services@benevolatrdp.ca,Monday to Thursday 9h00 to 16h00,"* Promotion of volunteering.* Recruitment and training of volunteers.* Support with volunteer management and recruitment for organizations.* Services to individuals: volunteer grocery assistance, friendship calls.* Intergenerational activities.* Accompaniment and transportation to medical appointments by a volunteer.* Tax clinic.",211,,0,0,All,25-44; 45-64
SVC_0918765b3c,CENTRE D'ACTION BÉNÉVOLE RIVIÈRE-DES-PRAIRIES (LE) - ACCOMPANIMENT,Community & Advocacy,Medical; Community & Advocacy,"9140 Perras Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 7E4",45.650377,-73.577389,1,approximate,A012,Riviere-des-Prairies-Pointe-aux-Trembles,514 648-2323,www.benevolatrdp.ca,coordo.services@benevolatrdp.ca,"by appointments, 8h00 to 17h00, administration: Monday to Thursday 9h00 to 16h00",* Accompaniment and transportation to medical appointments by volunteers.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_ffd9fd0a7e,CENTRE D'ACTION BÉNÉVOLE RIVIÈRE-DES-PRAIRIES (LE) - TAX CLINIC,Medical,Medical; Employment & Income; Community & Advocacy,"9140 Perras Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 7E4",45.650377,-73.577389,1,approximate,A012,Riviere-des-Prairies-Pointe-aux-Trembles,514 648-2323,,info@benevolatrdp.ca,"booking an appointment: Monday to Thursday, 9h00 to 15h00, 2026 intensive tax clinic: March 3rd to April 17th, Tuesdays, 9h30 to 14h00, by appointment only",* Tax clinic by appointment in March and April for the current year.* Tax clinic by appointment from September to December for previous years.,211,,0,0,All,25-44; 45-64
SVC_29c9583ac6,CENTRE D'ACTION DE DÉVELOPPEMENT ET DE RECHERCHE EN EMPLOYABILITÉ,Medical,Medical; Seniors; Youth & Family; Community & Advocacy,"7491 Cordner Street, LaSalle, Montréal, QC, H8N 2R5",45.432514,-73.629267,1,approximate,,,514 367-3576,www.lecadre.ca,administration@lecadre.ca,Monday to Friday 8h30 to 16h30,"* Programme d'aide et accompagnement social - PAAS Action: integrating people living with mental health problems into the workplace through structures conducive to the development of their employability.* Assistance services for adults in loss of autonomy and seniors offered by CADRE's social enterprise and volunteer organization divisions: Les Associés de l'entretien ménager (Logi+net), MaisonNette Sud-Ouest and Échange des services de LaSalle.* Centre pour parents et enfants: space for activities and exchanges with other families.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_216d116df6,CENTRE D'ACTION SOCIO-COMMUNAUTAIRE DE MONTRÉAL,Shelter,Shelter; Legal; Immigration & Newcomers; Seniors; Recreation & Culture,"32 Saint-Joseph Boulevard West, Le Plateau-Mont-Royal, Montréal, QC, H2T 2P3",45.521836,-73.582173,1,approximate,A010,Le Plateau-Mont-Royal,514 842-8045,cascmontreal.ca,accueil@cascmontreal.ca,"Monday 13h30 to 17h00, Tuesday to Friday 9h00 to 12h30 and 13h30 to 17h00","Reception, information, social guidance and advocacy.* Social and cultural activities for seniors.* Settlement and integration of newcomers.* Information sessions.* Form for Montrealers offering housing to incoming Ukrainians: docs.google.com/forms/d/e/1FAIpQLSfwI6LRUNoi8N0BVjDw5IxcZFwEMMfWwBtdvFWsVtZn2JRYPg/viewform 2020",211,,0,1,All,65+
SVC_80b7438924,CENTRE D'ACTIVITÉS DE JOUR ALTERNATIVE,Community & Advocacy,Community & Advocacy,"16661, boulevard Hymus",45.4505,-73.843697,1,exact,,,,,,,,community_services,CTR_9062f388,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_3f26b6427e,CENTRE D'ACTIVITÉS DE JOUR CARTIER,Community & Advocacy,Community & Advocacy,"147, avenue Cartier",45.437698,-73.826401,1,exact,,,,,,,,community_services,CTR_6dbd6495,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_0904b2b9db,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME 17E AVENUE,Disability,Disability; Community & Advocacy,"7701, 17e Avenue",45.5662,-73.601501,1,exact,A002,Villeray-Saint-Michel-Parc-Extension,,,,,,community_services,CTR_2cba9026,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4cfc91e516,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME JEANNE-D'ARC,Disability,Disability; Community & Advocacy,"2103, avenue Jeanne-d'Arc",45.5504,-73.5438,1,exact,A005,Mercier-Hochelaga-Maisonneuve,,,,,,community_services,CTR_fc26c8f4,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_a6e1e79bf1,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME LAPIERRE,Disability,Disability; Community & Advocacy,"2027, rue Lapierre",45.437099,-73.614403,1,exact,,,,,,,,community_services,CTR_c4120434,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_7a4e6187eb,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME LÉGER,Disability,Disability; Community & Advocacy,"2445, rue Léger",45.444302,-73.624802,1,exact,,,,,,,,community_services,CTR_a8ba6a10,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_9388c0b2e0,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ONTARIO,Disability,Disability; Community & Advocacy,"4532, rue Ontario Est",45.5546,-73.538101,1,exact,A005,Mercier-Hochelaga-Maisonneuve,,,,,,community_services,CTR_61929124,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_223cc3ee2c,CENTRE D'ACTIVITÉS DE JOUR OPTION,Community & Advocacy,Community & Advocacy,"219, avenue Labrosse",45.469898,-73.8041,1,exact,,,,,,,,community_services,CTR_546832e3,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4a584f3473,CENTRE D'AIDE NOUVEAU DÉPART,Food,Food,"4506 Bélanger Street, Rosemont—La Petite-Patrie, Montréal, QC, H1T 1B6",45.569156,-73.583329,1,exact,,,514 728-9699,,conseillant576@gmail.com,"food assistance: Thursday 15h00 to 18h00, administration: Tuesday to Thursday 11h00 to 14h00",Combating poverty and breaking the isolation of disadvantaged people.* Food assistance including meat.* Christmas baskets.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_cb9f4b532c,CENTRE D'AIDE À LA FAMILLE,Youth & Family,Food; Medical; Translation; Domestic Violence & Safety; Immigration & Newcomers; Seniors; Youth & Family; Community & Advocacy; Recreation & Culture,Confidential Address,,,0,,,,514 982-0804,centreaidefamille.com,info@centreaidefamille.com,"Monday, Tuesday, Thursday and Friday 9h00 to 12h00 and 13h00 to 17h00, food bank: Wednesday 13h30 to 15h00",Food assistance* Food bank.* Christmas baskets.* Collective kitchen.Psychosocial intervention* Active listening and accompaniment.* Information and awareness.* Support in case of violence.* Court accompaniment for victims of violence.* Support groups for victims of violence.* Self-help and support groups for immigrants.* Senior abuse prevention.Community action* Art therapy and meditation workshops.* Training.* Recreational outings.* Conferences.* French classes.,211,,0,1,All,Under 25; 65+
SVC_711915aaf3,CENTRE D'AIDE À LA RÉUSSITE ET AU DÉVELOPPEMENT,Youth & Family,Youth & Family; Education & Literacy; Community & Advocacy,"3225 des Trinitaires Boulevard, Suite 1, Le Sud-Ouest, Montréal, QC, H4E 2S4",45.44685,-73.600718,1,exact,A011,Le Sud-Ouest,514 759-6366,www.reussite-developpement.com,info@reussite-developpement.com,Monday to Friday 11h00 to 19h00,"Promotes the well-being, integration and success of young people.Children 0 to 5 years old* Drop-in respite.* Karibou Program: parent-child activities to develop motor skills.* Thematic and family activities.* Support and follow-up to families.Children 5 to 12 years old* Homework help.* Summer camp.* Thematic workshops for parents and their children.* Socialization activities.Community* Angrignon Station: youth Radio.* Animation job opportunities.* Volunteer work.* Citizen action.* Thematic workshops.* Sharing and exchange workshops.* Socialization activities.* Distribution of Christmas gifts.",211,,0,0,All,Under 25; 25-44; 45-64
SVC_41776e6c37,CENTRE D'ALPHABÉTISATION DE VILLERAY LA JARNIGOINE,Education & Literacy,Legal; Education & Literacy,"211 Jarry Street East, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H2P 1T6",45.537104,-73.625126,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,514 273-6683,www.jarnigoine.com,info@jarnigoine.com,Monday to Thursday 8h30 to 16h30,"* Reception, evaluation and referrals.* Literacy workshops.* Computer workshops.* Advocacy for people who have a hard time writing or reading.* Illiteracy prevention and awareness.* Production of educational tools.* Fighting for more accessible information.* Presentations on literacy issues.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_08be22ce00,CENTRE D'APPRENTISSAGE PARALLÈLE,Medical,Medical; Employment & Income; Recreation & Culture,"4865 Saint-Laurent Boulevard, Le Plateau-Mont-Royal, Montréal, QC, H2T 1R6",45.522145,-73.590431,1,exact,A010,Le Plateau-Mont-Royal,514 843-5658,ateliersducap.org/en,info@ateliersducap.org,Monday to Friday 9h00 to 17h00,"Learning centre for people living with a mental health issue.* 6 months job preparation program: acquiring personal and vocational skills to integrate the job market, job search and retention assistance.* Atelier Projet: social and vocational integration through artistic learning (20 hours a week, 12 months).* Workshops on expression through visual arts: therapeutic workshops to foster mental fluidity and reduce anxiety (2 hours a week).* Art therapy workshops for young adults.",211,,0,0,All,Under 25; 25-44; 45-64
