area_id,service_category,nearest_service_distance_km,service_count_within_threshold,distance_component,availability_component,accessibility_score,accessibility_method,accessibility_basis,accessibility_version,accessibility_formula_id,formula_set_version,taxonomy_version,service_snapshot_id,service_snapshot_date,service_snapshot_total_rows,service_snapshot_mappable_rows
A001,Employment,0.45,6,82.08,67.32,74.7,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A009,Legal Aid,1.09,14,56.42,85.21,70.81,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A009,Newcomer Support,1.27,6,49.09,75.87,62.48,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A009,Senior Support,1.72,4,31.2,64.77,47.98,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Employment,0.36,17,85.59,100.0,92.8,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Family Services,0.36,56,85.59,100.0,92.8,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Food Support,0.36,44,85.59,100.0,92.8,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,General Support,0.19,186,92.58,100.0,96.29,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Health & Mental Health,0.31,102,87.71,100.0,93.85,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Housing & Shelter,0.21,75,91.5,100.0,95.75,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Legal Aid,0.32,21,87.16,97.26,92.21,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Newcomer Support,0.49,12,80.57,100.0,90.28,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A010,Senior Support,0.36,8,85.59,88.42,87.0,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Employment,1.2,12,51.84,88.74,70.29,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Family Services,0.67,38,73.28,90.61,81.94,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Food Support,0.7,23,71.88,83.49,77.69,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,General Support,0.46,102,81.41,88.6,85.0,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Health & Mental Health,0.46,44,81.4,82.13,81.77,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Housing & Shelter,0.39,24,84.5,74.33,79.41,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Legal Aid,1.55,12,37.8,80.71,59.25,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Newcomer Support,1.24,9,50.26,89.77,70.02,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A011,Senior Support,0.53,6,78.63,78.31,78.47,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Employment,1.57,1,37.25,23.98,30.62,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Family Services,0.41,4,83.62,39.81,61.72,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Food Support,2.77,0,0.0,0.0,0.0,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,General Support,0.41,6,83.62,37.2,60.41,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Health & Mental Health,0.41,3,83.62,29.91,56.77,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Housing & Shelter,2.24,2,10.47,25.37,17.92,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Legal Aid,0.46,1,81.48,21.81,51.65,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Newcomer Support,2.24,1,10.47,27.02,18.75,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
A012,Senior Support,0.41,1,83.62,27.89,55.76,relative straight-line distance and log availability; threshold 2.5 km; weights 0.5/0.5,services_master_mappable_relative_12_area,services-master-relative-v1,ACCESS-REAL-02,scoring-contract-02,planning-needs-9-v1,97c29b249d986c4ffa5de6fe21400dc99dd5121f6026bda0a779116869806c1b,2026-07-28,3664,3200
