visit_group_id,center_id,period_start,period_end,key_need,k_anon_count,severity,population_group,language_need_flag,settlement_need_flag,indigenous_specific_need_flag
VG_000270,CTR_d451dae8,2026-04-01,2026-06-30,Housing & Shelter,39,medium,immigrant_newcomer,True,True,False
VG_000271,CTR_5dffe67a,2026-04-01,2026-06-30,Employment,12,medium,general,False,False,False
VG_000272,CTR_1c98b1b4,2026-04-01,2026-06-30,Settlement Navigation,10,medium,general,False,True,False
VG_000273,CTR_1c98b1b4,2026-04-01,2026-06-30,Family Services,21,high,,False,False,False
VG_000274,CTR_1c98b1b4,2026-04-01,2026-06-30,Language Access,11,low,immigrant_newcomer,True,True,False
VG_000275,CTR_bc96914b,2026-04-01,2026-06-30,General Support,22,high,general,False,False,False
VG_000276,CTR_bc96914b,2026-04-01,2026-06-30,Settlement Navigation,19,high,immigrant_newcomer,True,True,False
VG_000277,CTR_c50c25e2,2026-04-01,2026-06-30,Food Support,11,medium,general,False,False,False
VG_000278,CTR_c50c25e2,2026-04-01,2026-06-30,Legal Aid,30,medium,immigrant_newcomer,True,True,False
VG_000279,CTR_c50c25e2,2026-04-01,2026-06-30,Mental Health,11,medium,immigrant_newcomer,True,True,False
VG_000280,CTR_a56a17c1,2026-04-01,2026-06-30,Food Support,45,high,immigrant_newcomer,True,True,False
VG_000281,CTR_a56a17c1,2026-04-01,2026-06-30,General Support,27,low,general,False,False,False
VG_000282,CTR_a56a17c1,2026-04-01,2026-06-30,Mental Health,21,high,,False,False,False
VG_000283,CTR_b25167e0,2026-04-01,2026-06-30,Legal Aid,56,low,general,False,False,False
VG_000284,CTR_b25167e0,2026-04-01,2026-06-30,General Support,23,medium,general,False,False,False
VG_000285,CTR_b25167e0,2026-04-01,2026-06-30,Employment,10,low,,False,False,False
VG_000286,CTR_7c4cd817,2026-04-01,2026-06-30,Settlement Navigation,33,low,immigrant_newcomer,True,True,False
VG_000287,CTR_7c4cd817,2026-04-01,2026-06-30,General Support,18,low,general,False,False,False
VG_000288,CTR_7c4cd817,2026-04-01,2026-06-30,Employment,37,high,general,False,False,False
VG_000289,CTR_57c1b4b1,2026-04-01,2026-06-30,Settlement Navigation,25,low,general,False,True,False
VG_000290,CTR_0bce20ec,2026-04-01,2026-06-30,Family Services,22,low,,False,False,False
VG_000291,CTR_0bce20ec,2026-04-01,2026-06-30,General Support,11,medium,immigrant_newcomer,True,True,False
VG_000292,CTR_0bce20ec,2026-04-01,2026-06-30,Food Support,13,medium,,False,False,False
VG_000293,CTR_e22ccd69,2026-04-01,2026-06-30,Language Access,20,medium,immigrant_newcomer,True,True,False
VG_000294,CTR_d1c8a654,2026-04-01,2026-06-30,Language Access,17,high,general,True,False,False
VG_000295,CTR_aaa5de8a,2026-04-01,2026-06-30,Mental Health,20,low,,False,False,False
VG_000296,CTR_aaa5de8a,2026-04-01,2026-06-30,Food Support,18,low,,False,False,False
VG_000297,CTR_aaa5de8a,2026-04-01,2026-06-30,Housing & Shelter,37,low,immigrant_newcomer,True,True,False
VG_000298,CTR_ab595360,2026-04-01,2026-06-30,Food Support,27,medium,immigrant_newcomer,True,True,False
VG_000299,CTR_ab595360,2026-04-01,2026-06-30,Settlement Navigation,21,low,general,False,True,False
VG_000300,CTR_ab595360,2026-04-01,2026-06-30,Legal Aid,13,high,general,False,False,False
VG_000301,CTR_29fd48e8,2026-04-01,2026-06-30,Legal Aid,10,high,,False,False,False
VG_000302,CTR_29fd48e8,2026-04-01,2026-06-30,Housing & Shelter,33,low,general,False,False,False
VG_000303,CTR_29fd48e8,2026-04-01,2026-06-30,General Support,8,low,,False,False,False
VG_000304,CTR_a8afe896,2026-04-01,2026-06-30,Mental Health,15,medium,,False,False,False
VG_000305,CTR_a8afe896,2026-04-01,2026-06-30,Employment,19,medium,,False,False,False
VG_000306,CTR_a8afe896,2026-04-01,2026-06-30,Housing & Shelter,29,medium,general,False,False,False
VG_000307,CTR_e9afb461,2026-04-01,2026-06-30,Family Services,17,medium,general,False,False,False
VG_000308,CTR_e9afb461,2026-04-01,2026-06-30,Language Access,56,medium,general,True,False,False
VG_000309,CTR_e9afb461,2026-04-01,2026-06-30,Food Support,21,low,immigrant_newcomer,True,True,False
VG_000310,CTR_4e7e9966,2026-04-01,2026-06-30,Legal Aid,38,medium,immigrant_newcomer,True,True,False
VG_000311,CTR_4e7e9966,2026-04-01,2026-06-30,Employment,29,low,,False,False,False
VG_000312,CTR_4e7e9966,2026-04-01,2026-06-30,Food Support,38,medium,,False,False,False
VG_000313,CTR_d3dbb179,2026-04-01,2026-06-30,Legal Aid,10,medium,general,False,False,False
VG_000314,CTR_3407af78,2026-04-01,2026-06-30,Legal Aid,11,high,general,False,False,False
VG_000315,CTR_3407af78,2026-04-01,2026-06-30,Family Services,9,medium,immigrant_newcomer,True,True,False
VG_000316,CTR_32696e6d,2026-04-01,2026-06-30,Housing & Shelter,21,medium,general,False,False,False
VG_000317,CTR_8ce33cc2,2026-04-01,2026-06-30,Family Services,41,high,general,False,False,False
VG_000318,CTR_8ce33cc2,2026-04-01,2026-06-30,Mental Health,18,high,,False,False,False
VG_000319,CTR_8ce33cc2,2026-04-01,2026-06-30,Settlement Navigation,15,medium,immigrant_newcomer,True,True,False
VG_000320,CTR_fc26c8f4,2026-04-01,2026-06-30,Employment,30,high,,False,False,False
VG_000321,CTR_fc26c8f4,2026-04-01,2026-06-30,Housing & Shelter,27,medium,,False,False,False
VG_000322,CTR_fc26c8f4,2026-04-01,2026-06-30,Mental Health,20,high,immigrant_newcomer,True,True,False
VG_000323,CTR_31405be6,2026-04-01,2026-06-30,Family Services,38,low,general,False,False,False
VG_000324,CTR_31405be6,2026-04-01,2026-06-30,General Support,11,medium,general,False,False,False
VG_000325,CTR_d9499346,2026-04-01,2026-06-30,Food Support,39,medium,immigrant_newcomer,True,True,False
VG_000326,CTR_d9499346,2026-04-01,2026-06-30,Housing & Shelter,26,medium,general,False,False,False
VG_000327,CTR_d9499346,2026-04-01,2026-06-30,Settlement Navigation,19,medium,immigrant_newcomer,True,True,False
VG_000328,CTR_658e0945,2026-04-01,2026-06-30,Food Support,15,low,,False,False,False
VG_000329,CTR_ad38602d,2026-04-01,2026-06-30,Family Services,38,medium,immigrant_newcomer,True,True,False
VG_000330,CTR_9062f388,2026-04-01,2026-06-30,Legal Aid,23,low,immigrant_newcomer,True,True,False
VG_000331,CTR_6dbd6495,2026-04-01,2026-06-30,Food Support,33,high,immigrant_newcomer,True,True,False
VG_000332,CTR_6dbd6495,2026-04-01,2026-06-30,Language Access,21,low,immigrant_newcomer,True,True,False
VG_000333,CTR_bbca6f9b,2026-04-01,2026-06-30,Family Services,15,medium,immigrant_newcomer,True,True,False
VG_000334,CTR_b16a9a7c,2026-04-01,2026-06-30,Employment,20,medium,general,False,False,False
VG_000335,CTR_b16a9a7c,2026-04-01,2026-06-30,General Support,9,medium,general,False,False,False
VG_000336,CTR_b16a9a7c,2026-04-01,2026-06-30,Settlement Navigation,19,high,general,False,True,False
VG_000337,CTR_fa70f161,2026-04-01,2026-06-30,Mental Health,9,high,,False,False,False
VG_000338,CTR_fa70f161,2026-04-01,2026-06-30,Employment,11,medium,,False,False,False
VG_000339,CTR_1ce4289f,2026-04-01,2026-06-30,Family Services,11,medium,general,False,False,False
VG_000340,CTR_1ce4289f,2026-04-01,2026-06-30,Legal Aid,10,low,general,False,False,False
VG_000341,CTR_1ce4289f,2026-04-01,2026-06-30,Settlement Navigation,13,medium,immigrant_newcomer,True,True,False
VG_000342,CTR_abbc46cc,2026-04-01,2026-06-30,Language Access,13,medium,immigrant_newcomer,True,True,False
VG_000343,CTR_abbc46cc,2026-04-01,2026-06-30,Settlement Navigation,16,high,general,False,True,False
VG_000344,CTR_abbc46cc,2026-04-01,2026-06-30,Employment,16,medium,general,False,False,False
VG_000345,CTR_939a2681,2026-04-01,2026-06-30,Employment,15,high,,False,False,False
VG_000346,CTR_939a2681,2026-04-01,2026-06-30,General Support,165,high,general,False,False,False
VG_000347,CTR_584415d6,2026-04-01,2026-06-30,Employment,26,low,general,False,False,False
VG_000348,CTR_94d3fe4f,2026-04-01,2026-06-30,Housing & Shelter,22,medium,general,False,False,False
VG_000349,CTR_94d3fe4f,2026-04-01,2026-06-30,Language Access,19,high,immigrant_newcomer,True,True,False
VG_000350,CTR_94d3fe4f,2026-04-01,2026-06-30,Employment,26,high,immigrant_newcomer,True,True,False
VG_000351,CTR_2e4e5849,2026-04-01,2026-06-30,Legal Aid,16,medium,general,False,False,False
VG_000352,CTR_fa17583f,2026-04-01,2026-06-30,Food Support,10,medium,,False,False,False
VG_000353,CTR_fa17583f,2026-04-01,2026-06-30,Language Access,29,medium,immigrant_newcomer,True,True,False
VG_000354,CTR_fa17583f,2026-04-01,2026-06-30,Legal Aid,15,medium,general,False,False,False
VG_000355,CTR_15e28c33,2026-04-01,2026-06-30,Employment,29,medium,immigrant_newcomer,True,True,False
VG_000356,CTR_ae28ad4e,2026-04-01,2026-06-30,General Support,12,low,,False,False,False
VG_000357,CTR_880cae4e,2026-04-01,2026-06-30,Mental Health,13,medium,immigrant_newcomer,True,True,False
VG_000358,CTR_880cae4e,2026-04-01,2026-06-30,Family Services,30,medium,general,False,False,False
VG_000359,CTR_880cae4e,2026-04-01,2026-06-30,Language Access,23,low,general,True,False,False
VG_000360,CTR_230fb867,2026-04-01,2026-06-30,Legal Aid,18,medium,general,False,False,False
VG_000361,CTR_230fb867,2026-04-01,2026-06-30,Housing & Shelter,16,low,general,False,False,False
VG_000362,CTR_0b9296ea,2026-04-01,2026-06-30,Language Access,23,medium,general,True,False,False
VG_000363,CTR_0b9296ea,2026-04-01,2026-06-30,Family Services,16,medium,,False,False,False
VG_000364,CTR_678f88ac,2026-04-01,2026-06-30,Employment,15,low,immigrant_newcomer,True,True,False
VG_000365,CTR_678f88ac,2026-04-01,2026-06-30,Settlement Navigation,25,low,immigrant_newcomer,True,True,False
VG_000366,CTR_5adad74d,2026-04-01,2026-06-30,Settlement Navigation,10,medium,immigrant_newcomer,True,True,False
VG_000367,CTR_3c0f8984,2026-04-01,2026-06-30,Settlement Navigation,18,high,immigrant_newcomer,True,True,False
VG_000368,CTR_3c0f8984,2026-04-01,2026-06-30,Legal Aid,10,low,general,False,False,False
VG_000369,CTR_3c0f8984,2026-04-01,2026-06-30,Language Access,22,low,general,True,False,False
VG_000370,CTR_5f3af8be,2026-04-01,2026-06-30,Housing & Shelter,30,medium,general,False,False,False
VG_000371,CTR_5f3af8be,2026-04-01,2026-06-30,General Support,12,low,general,False,False,False
VG_000372,CTR_5f3af8be,2026-04-01,2026-06-30,Employment,20,low,,False,False,False
VG_000373,CTR_2cba9026,2026-04-01,2026-06-30,Legal Aid,12,medium,,False,False,False
VG_000374,CTR_2cba9026,2026-04-01,2026-06-30,General Support,13,medium,immigrant_newcomer,True,True,False
VG_000375,CTR_2cba9026,2026-04-01,2026-06-30,Housing & Shelter,17,medium,,False,False,False
VG_000376,CTR_ed8a6c33,2026-04-01,2026-06-30,Mental Health,16,medium,general,False,False,False
VG_000377,CTR_ed8a6c33,2026-04-01,2026-06-30,Housing & Shelter,23,high,general,False,False,False
VG_000378,CTR_12c3ab21,2026-04-01,2026-06-30,Settlement Navigation,30,low,immigrant_newcomer,True,True,False
VG_000379,CTR_12c3ab21,2026-04-01,2026-06-30,Mental Health,24,medium,general,False,False,False
VG_000380,CTR_12c3ab21,2026-04-01,2026-06-30,Legal Aid,12,medium,general,False,False,False
VG_000381,CTR_248b4d45,2026-04-01,2026-06-30,General Support,25,high,,False,False,False
VG_000382,CTR_248b4d45,2026-04-01,2026-06-30,Settlement Navigation,16,low,general,False,True,False
VG_000383,CTR_aa28584f,2026-04-01,2026-06-30,Settlement Navigation,12,low,general,False,True,False
VG_000384,CTR_19a27476,2026-04-01,2026-06-30,Family Services,15,medium,general,False,False,False
VG_000385,CTR_19a27476,2026-04-01,2026-06-30,General Support,28,low,general,False,False,False
VG_000386,CTR_6fa71a7c,2026-04-01,2026-06-30,Mental Health,8,medium,immigrant_newcomer,True,True,False
VG_000387,CTR_eb7b4829,2026-04-01,2026-06-30,Language Access,15,low,immigrant_newcomer,True,True,False
VG_000388,CTR_eb7b4829,2026-04-01,2026-06-30,Settlement Navigation,11,medium,immigrant_newcomer,True,True,False
VG_000389,CTR_eb7b4829,2026-04-01,2026-06-30,Food Support,21,high,,False,False,False
VG_000390,CTR_2cd39cc0,2026-04-01,2026-06-30,Housing & Shelter,16,high,,False,False,False
VG_000391,CTR_2cd39cc0,2026-04-01,2026-06-30,Legal Aid,20,medium,general,False,False,False
VG_000392,CTR_991c4d9c,2026-04-01,2026-06-30,Legal Aid,14,low,immigrant_newcomer,True,True,False
VG_000393,CTR_126c7b99,2026-04-01,2026-06-30,Language Access,30,high,immigrant_newcomer,True,True,False
VG_000394,CTR_126c7b99,2026-04-01,2026-06-30,Legal Aid,21,low,,False,False,False
VG_000395,CTR_d28daa51,2026-04-01,2026-06-30,Housing & Shelter,34,high,immigrant_newcomer,True,True,False
VG_000396,CTR_d28daa51,2026-04-01,2026-06-30,Language Access,9,high,immigrant_newcomer,True,True,False
VG_000397,CTR_846359ea,2026-04-01,2026-06-30,Food Support,18,medium,general,False,False,False
VG_000398,CTR_846359ea,2026-04-01,2026-06-30,Legal Aid,10,medium,immigrant_newcomer,True,True,False
VG_000399,CTR_846359ea,2026-04-01,2026-06-30,General Support,15,high,general,False,False,False
VG_000400,CTR_9d902139,2026-04-01,2026-06-30,Mental Health,28,high,general,False,False,False
VG_000401,CTR_9d902139,2026-04-01,2026-06-30,Employment,34,high,,False,False,False
VG_000402,CTR_b8d3a934,2026-04-01,2026-06-30,Mental Health,12,low,,False,False,False
VG_000403,CTR_b8d3a934,2026-04-01,2026-06-30,Language Access,60,low,immigrant_newcomer,True,True,False
VG_000404,CTR_b8d3a934,2026-04-01,2026-06-30,Settlement Navigation,18,medium,general,False,True,False
VG_000405,CTR_268bfd40,2026-04-01,2026-06-30,Language Access,64,medium,immigrant_newcomer,True,True,False
VG_000406,CTR_268bfd40,2026-04-01,2026-06-30,Housing & Shelter,12,medium,general,False,False,False
VG_000407,CTR_268bfd40,2026-04-01,2026-06-30,General Support,22,high,general,False,False,False
VG_000408,CTR_3ecb7800,2026-04-01,2026-06-30,Language Access,8,medium,immigrant_newcomer,True,True,False
VG_000409,CTR_3ecb7800,2026-04-01,2026-06-30,Settlement Navigation,21,medium,general,False,True,False
VG_000410,CTR_3ecb7800,2026-04-01,2026-06-30,General Support,16,low,general,False,False,False
VG_000411,CTR_2aae7921,2026-04-01,2026-06-30,Mental Health,15,high,general,False,False,False
VG_000412,CTR_2aae7921,2026-04-01,2026-06-30,General Support,16,medium,,False,False,False
VG_000413,CTR_a09ef300,2026-04-01,2026-06-30,Settlement Navigation,10,low,immigrant_newcomer,True,True,False
VG_000414,CTR_a09ef300,2026-04-01,2026-06-30,Mental Health,19,low,general,False,False,False
VG_000415,CTR_ef6f8c86,2026-04-01,2026-06-30,Family Services,22,medium,,False,False,False
VG_000416,CTR_ef6f8c86,2026-04-01,2026-06-30,Employment,10,medium,,False,False,False
VG_000417,CTR_b81d4269,2026-04-01,2026-06-30,Employment,28,medium,general,False,False,False
VG_000418,CTR_b81d4269,2026-04-01,2026-06-30,General Support,14,low,immigrant_newcomer,True,True,False
VG_000419,CTR_b81d4269,2026-04-01,2026-06-30,Food Support,20,medium,,False,False,False
VG_000420,CTR_42bbd0e4,2026-04-01,2026-06-30,Language Access,51,high,immigrant_newcomer,True,True,False
VG_000421,CTR_42bbd0e4,2026-04-01,2026-06-30,Mental Health,60,medium,immigrant_newcomer,True,True,False
VG_000422,CTR_42bbd0e4,2026-04-01,2026-06-30,Food Support,11,low,immigrant_newcomer,True,True,False
VG_000423,CTR_9e93e94b,2026-04-01,2026-06-30,Food Support,21,medium,general,False,False,False
VG_000424,CTR_9e93e94b,2026-04-01,2026-06-30,Language Access,33,high,general,True,False,False
VG_000425,CTR_9e93e94b,2026-04-01,2026-06-30,Employment,18,low,general,False,False,False
VG_000426,CTR_973c3c8c,2026-04-01,2026-06-30,Housing & Shelter,18,medium,general,False,False,False
VG_000427,CTR_973c3c8c,2026-04-01,2026-06-30,Settlement Navigation,19,medium,general,False,True,False
VG_000428,CTR_d75839e5,2026-04-01,2026-06-30,Family Services,27,low,general,False,False,False
VG_000429,CTR_d75839e5,2026-04-01,2026-06-30,General Support,11,medium,immigrant_newcomer,True,True,False
VG_000430,CTR_56f87307,2026-04-01,2026-06-30,General Support,12,high,general,False,False,False
VG_000431,CTR_56f87307,2026-04-01,2026-06-30,Mental Health,31,low,general,False,False,False
VG_000432,CTR_f052bdba,2026-04-01,2026-06-30,Mental Health,8,medium,immigrant_newcomer,True,True,False
VG_000433,CTR_f052bdba,2026-04-01,2026-06-30,Employment,13,low,,False,False,False
VG_000434,CTR_96e49f0d,2026-04-01,2026-06-30,Housing & Shelter,20,low,immigrant_newcomer,True,True,False
VG_000435,CTR_cedd0aa5,2026-04-01,2026-06-30,Legal Aid,53,high,immigrant_newcomer,True,True,False
VG_000436,CTR_cedd0aa5,2026-04-01,2026-06-30,General Support,17,low,general,False,False,False
VG_000437,CTR_cedd0aa5,2026-04-01,2026-06-30,Family Services,24,low,general,False,False,False
VG_000438,CTR_1bf879ba,2026-04-01,2026-06-30,Employment,9,medium,,False,False,False
VG_000439,CTR_1bf879ba,2026-04-01,2026-06-30,Language Access,16,high,immigrant_newcomer,True,True,False
VG_000440,CTR_f14fd57d,2026-04-01,2026-06-30,Language Access,46,high,general,True,False,False
VG_000441,CTR_5d0c51bf,2026-04-01,2026-06-30,Family Services,30,high,general,False,False,False
VG_000442,CTR_5d0c51bf,2026-04-01,2026-06-30,Settlement Navigation,38,low,general,False,True,False
VG_000443,CTR_0b055bf6,2026-04-01,2026-06-30,Settlement Navigation,7,high,general,False,True,False
VG_000444,CTR_0b055bf6,2026-04-01,2026-06-30,Food Support,23,medium,general,False,False,False
VG_000445,CTR_a1d544e2,2026-04-01,2026-06-30,Food Support,53,medium,immigrant_newcomer,True,True,False
VG_000446,CTR_a1d544e2,2026-04-01,2026-06-30,Housing & Shelter,18,low,general,False,False,False
VG_000447,CTR_a1d544e2,2026-04-01,2026-06-30,Employment,17,low,,False,False,False
VG_000448,CTR_f0ade6f9,2026-04-01,2026-06-30,Mental Health,7,low,general,False,False,False
VG_000449,CTR_f0ade6f9,2026-04-01,2026-06-30,General Support,30,low,general,False,False,False
VG_000450,CTR_f920991d,2026-04-01,2026-06-30,Housing & Shelter,36,low,immigrant_newcomer,True,True,False
VG_000451,CTR_f920991d,2026-04-01,2026-06-30,Food Support,23,low,,False,False,False
VG_000452,CTR_f920991d,2026-04-01,2026-06-30,Employment,13,medium,general,False,False,False
VG_000453,CTR_9eff7b68,2026-04-01,2026-06-30,Language Access,10,low,immigrant_newcomer,True,True,False
VG_000454,CTR_9eff7b68,2026-04-01,2026-06-30,Settlement Navigation,24,high,general,False,True,False
VG_000455,CTR_7e48a42b,2026-04-01,2026-06-30,Housing & Shelter,27,low,general,False,False,False
VG_000456,CTR_7e48a42b,2026-04-01,2026-06-30,Legal Aid,18,medium,general,False,False,False
VG_000457,CTR_7e48a42b,2026-04-01,2026-06-30,Mental Health,82,high,general,False,False,False
VG_000458,CTR_d97c7559,2026-04-01,2026-06-30,Food Support,13,medium,,False,False,False
VG_000459,CTR_d97c7559,2026-04-01,2026-06-30,Language Access,19,medium,immigrant_newcomer,True,True,False
VG_000460,CTR_ca6f86b7,2026-04-01,2026-06-30,Language Access,25,low,immigrant_newcomer,True,True,False
VG_000461,CTR_ca6f86b7,2026-04-01,2026-06-30,General Support,13,low,general,False,False,False
VG_000462,CTR_a507718d,2026-04-01,2026-06-30,General Support,14,high,immigrant_newcomer,True,True,False
VG_000463,CTR_bd6ad07b,2026-04-01,2026-06-30,Mental Health,110,low,,False,False,False
VG_000464,CTR_bd6ad07b,2026-04-01,2026-06-30,Legal Aid,21,medium,general,False,False,False
VG_000465,CTR_bd6ad07b,2026-04-01,2026-06-30,Settlement Navigation,25,medium,general,False,True,False
VG_000466,CTR_0b14aaea,2026-04-01,2026-06-30,Housing & Shelter,21,medium,immigrant_newcomer,True,True,False
VG_000467,CTR_0b14aaea,2026-04-01,2026-06-30,Food Support,12,high,general,False,False,False
VG_000468,CTR_0b14aaea,2026-04-01,2026-06-30,Employment,29,low,general,False,False,False
VG_000469,CTR_4addcf54,2026-04-01,2026-06-30,Mental Health,13,medium,immigrant_newcomer,True,True,False
VG_000470,CTR_4addcf54,2026-04-01,2026-06-30,Family Services,11,low,general,False,False,False
VG_000471,CTR_4addcf54,2026-04-01,2026-06-30,Employment,12,medium,general,False,False,False
VG_000472,CTR_9bdffade,2026-04-01,2026-06-30,Food Support,36,medium,general,False,False,False
VG_000473,CTR_b05c982b,2026-04-01,2026-06-30,Employment,14,low,general,False,False,False
VG_000474,CTR_b05c982b,2026-04-01,2026-06-30,Settlement Navigation,20,medium,immigrant_newcomer,True,True,False
VG_000475,CTR_083118a0,2026-04-01,2026-06-30,Food Support,18,high,general,False,False,False
VG_000476,CTR_8c6f4d0d,2026-04-01,2026-06-30,Mental Health,15,high,general,False,False,False
VG_000477,CTR_8c6f4d0d,2026-04-01,2026-06-30,Family Services,17,medium,general,False,False,False
VG_000478,CTR_202feeca,2026-04-01,2026-06-30,General Support,30,low,general,False,False,False
VG_000479,CTR_fdaf4598,2026-04-01,2026-06-30,Housing & Shelter,9,low,immigrant_newcomer,True,True,False
VG_000480,CTR_fdaf4598,2026-04-01,2026-06-30,Language Access,12,low,immigrant_newcomer,True,True,False
VG_000481,CTR_01751b23,2026-04-01,2026-06-30,General Support,26,high,,False,False,False
VG_000482,CTR_c7dc4419,2026-04-01,2026-06-30,Mental Health,23,medium,general,False,False,False
VG_000483,CTR_35857f48,2026-04-01,2026-06-30,Language Access,13,high,general,True,False,False
VG_000484,CTR_7b7e55ab,2026-04-01,2026-06-30,Settlement Navigation,17,low,immigrant_newcomer,True,True,False
VG_000485,CTR_7b7e55ab,2026-04-01,2026-06-30,General Support,14,low,immigrant_newcomer,True,True,False
VG_000486,CTR_7b7e55ab,2026-04-01,2026-06-30,Employment,30,medium,general,False,False,False
VG_000487,CTR_7405dd80,2026-04-01,2026-06-30,Housing & Shelter,8,high,immigrant_newcomer,True,True,False
VG_000488,CTR_7405dd80,2026-04-01,2026-06-30,Employment,19,low,,False,False,False
VG_000489,CTR_7405dd80,2026-04-01,2026-06-30,Language Access,10,medium,immigrant_newcomer,True,True,False
VG_000490,CTR_f6a14ac8,2026-04-01,2026-06-30,General Support,27,low,,False,False,False
VG_000491,CTR_f6a14ac8,2026-04-01,2026-06-30,Employment,13,medium,,False,False,False
VG_000492,CTR_f6a14ac8,2026-04-01,2026-06-30,Housing & Shelter,43,low,immigrant_newcomer,True,True,False
VG_000493,CTR_9deceeeb,2026-04-01,2026-06-30,Mental Health,15,medium,,False,False,False
VG_000494,CTR_9deceeeb,2026-04-01,2026-06-30,Housing & Shelter,23,low,,False,False,False
VG_000495,CTR_0ae352f1,2026-04-01,2026-06-30,Legal Aid,17,medium,immigrant_newcomer,True,True,False
VG_000496,CTR_04d518e5,2026-04-01,2026-06-30,Employment,42,low,,False,False,False
VG_000497,CTR_04d518e5,2026-04-01,2026-06-30,Legal Aid,12,high,,False,False,False
VG_000498,CTR_04d518e5,2026-04-01,2026-06-30,General Support,38,high,general,False,False,False
VG_000499,CTR_e6b09bd9,2026-04-01,2026-06-30,Settlement Navigation,29,medium,general,False,True,False
VG_000500,CTR_e6b09bd9,2026-04-01,2026-06-30,Family Services,16,low,immigrant_newcomer,True,True,False
VG_000501,CTR_902ef35e,2026-04-01,2026-06-30,Housing & Shelter,21,high,immigrant_newcomer,True,True,False
VG_000502,CTR_021b867b,2026-04-01,2026-06-30,Mental Health,23,high,general,False,False,False
VG_000503,CTR_6844ef53,2026-04-01,2026-06-30,Housing & Shelter,9,high,,False,False,False
VG_000504,CTR_6844ef53,2026-04-01,2026-06-30,Employment,13,medium,general,False,False,False
VG_000505,CTR_6844ef53,2026-04-01,2026-06-30,Legal Aid,21,low,immigrant_newcomer,True,True,False
VG_000506,CTR_af96864c,2026-04-01,2026-06-30,General Support,18,low,general,False,False,False
VG_000507,CTR_af96864c,2026-04-01,2026-06-30,Legal Aid,9,low,general,False,False,False
VG_000508,CTR_0bf9f29c,2026-04-01,2026-06-30,Employment,62,medium,general,False,False,False
VG_000509,CTR_0bf9f29c,2026-04-01,2026-06-30,Food Support,42,high,immigrant_newcomer,True,True,False
VG_000510,CTR_0bf9f29c,2026-04-01,2026-06-30,Family Services,21,low,,False,False,False
VG_000511,CTR_69361a41,2026-04-01,2026-06-30,Language Access,27,medium,general,True,False,False
VG_000512,CTR_c4120434,2026-04-01,2026-06-30,Language Access,26,low,immigrant_newcomer,True,True,False
VG_000513,CTR_16a9eab7,2026-04-01,2026-06-30,Language Access,11,high,general,True,False,False
VG_000514,CTR_13cf2a8e,2026-04-01,2026-06-30,Settlement Navigation,11,low,general,False,True,False
VG_000515,CTR_b439b658,2026-04-01,2026-06-30,Mental Health,14,low,general,False,False,False
VG_000516,CTR_b439b658,2026-04-01,2026-06-30,Settlement Navigation,60,low,immigrant_newcomer,True,True,False
VG_000517,CTR_b439b658,2026-04-01,2026-06-30,Employment,43,medium,,False,False,False
VG_000518,CTR_b46aa6b7,2026-04-01,2026-06-30,Language Access,39,medium,immigrant_newcomer,True,True,False
VG_000519,CTR_b46aa6b7,2026-04-01,2026-06-30,Mental Health,31,low,general,False,False,False
VG_000520,CTR_b46aa6b7,2026-04-01,2026-06-30,General Support,12,medium,general,False,False,False
VG_000521,CTR_aa4c14db,2026-04-01,2026-06-30,Settlement Navigation,27,medium,general,False,True,False
VG_000522,CTR_0273c14c,2026-04-01,2026-06-30,Language Access,15,high,immigrant_newcomer,True,True,False
VG_000523,CTR_0273c14c,2026-04-01,2026-06-30,Food Support,23,low,immigrant_newcomer,True,True,False
VG_000524,CTR_0273c14c,2026-04-01,2026-06-30,Housing & Shelter,30,low,,False,False,False
VG_000525,CTR_e9b55f8c,2026-04-01,2026-06-30,Housing & Shelter,11,medium,general,False,False,False
VG_000526,CTR_e9b55f8c,2026-04-01,2026-06-30,Language Access,12,medium,immigrant_newcomer,True,True,False
VG_000527,CTR_39337fee,2026-04-01,2026-06-30,Family Services,14,medium,general,False,False,False
VG_000528,CTR_a8ba6a10,2026-04-01,2026-06-30,Legal Aid,15,low,,False,False,False
VG_000529,CTR_a8ba6a10,2026-04-01,2026-06-30,Mental Health,7,medium,,False,False,False
VG_000530,CTR_a8ba6a10,2026-04-01,2026-06-30,Settlement Navigation,43,low,immigrant_newcomer,True,True,False
VG_000531,CTR_7663e24e,2026-04-01,2026-06-30,General Support,26,high,general,False,False,False
VG_000532,CTR_7663e24e,2026-04-01,2026-06-30,Language Access,60,low,immigrant_newcomer,True,True,False
VG_000533,CTR_6bfdea1e,2026-04-01,2026-06-30,Mental Health,19,high,general,False,False,False
VG_000534,CTR_6bfdea1e,2026-04-01,2026-06-30,Language Access,46,high,general,True,False,False
VG_000535,CTR_919629ef,2026-04-01,2026-06-30,Employment,11,high,general,False,False,False
VG_000536,CTR_df4a766c,2026-04-01,2026-06-30,Employment,10,high,immigrant_newcomer,True,True,False
VG_000537,CTR_df4a766c,2026-04-01,2026-06-30,Food Support,15,low,general,False,False,False
VG_000538,CTR_11322671,2026-04-01,2026-06-30,General Support,43,medium,general,False,False,False
VG_000539,CTR_11322671,2026-04-01,2026-06-30,Family Services,12,medium,,False,False,False
VG_000540,CTR_bfd4fcb8,2026-04-01,2026-06-30,Mental Health,10,medium,general,False,False,False
